Name,County,geoid,Population,Median Age,Household Income,Per Capita Income,Unemployment Count,Poverty Count,Poverty_Rate,State,abbr,Unemployment Rate,Unemployment_Rate
"Nevada County, Arkansas",Nevada County,5099,8528,43.8,36995,18644,167,1920,22.51407129,Arkansas,AR,0.019582552,1.958255159
"St. Francis County, Arkansas",St. Francis County,5123,26688,38.4,33102,16518,966,6363,23.84217626,Arkansas,AR,0.036196043,3.619604317
"Pulaski County, Arkansas",Pulaski County,5119,392848,36.7,48850,29855,11363,67056,17.06919725,Arkansas,AR,0.028924673,2.892467316
"Clay County, Arkansas",Clay County,5021,15190,43.4,32219,19171,348,3339,21.98156682,Arkansas,AR,0.022909809,2.290980908
"Cross County, Arkansas",Cross County,5037,17164,40.7,41081,22894,532,3041,17.71731531,Arkansas,AR,0.030995106,3.099510604
"Dallas County, Arkansas",Dallas County,5039,7585,43.7,35794,18309,200,906,11.94462755,Arkansas,AR,0.026367831,2.636783125
"Drew County, Arkansas",Drew County,5043,18620,36.5,36092,20300,753,4246,22.80343716,Arkansas,AR,0.040440387,4.044038668
"Columbia County, Arkansas",Columbia County,5027,23992,36.2,37072,20296,1038,5553,23.14521507,Arkansas,AR,0.043264421,4.326442147
"Randolph County, Arkansas",Randolph County,5121,17514,42.2,35930,20932,238,3557,20.30946671,Arkansas,AR,0.013589129,1.35891287
"Saline County, Arkansas",Saline County,5125,116252,39,58985,28410,2522,9210,7.922444345,Arkansas,AR,0.02169425,2.169425042
"Van Buren County, Arkansas",Van Buren County,5141,16751,47.6,34428,20568,508,3250,19.40182676,Arkansas,AR,0.030326548,3.032654767
"Boone County, Arkansas",Boone County,5009,37212,42.2,40727,22288,1018,5767,15.49768892,Arkansas,AR,0.027356767,2.735676663
"Izard County, Arkansas",Izard County,5065,13521,48,39135,19737,488,2238,16.55203018,Arkansas,AR,0.036092005,3.609200503
"Independence County, Arkansas",Independence County,5063,37097,39.8,39945,23056,973,6628,17.86667386,Arkansas,AR,0.026228536,2.6228536
"Lincoln County, Arkansas",Lincoln County,5079,13885,38.6,38873,13142,297,1620,11.66726683,Arkansas,AR,0.021389989,2.13899892
"Logan County, Arkansas",Logan County,5083,21802,42.2,37982,19708,731,4326,19.84221631,Arkansas,AR,0.033529034,3.352903403
"Grant County, Arkansas",Grant County,5053,18076,39.9,49968,25814,717,2579,14.26753707,Arkansas,AR,0.039665855,3.966585528
"Crittenden County, Arkansas",Crittenden County,5035,49278,35,38558,20721,1863,11422,23.17870043,Arkansas,AR,0.037805917,3.780591745
"Franklin County, Arkansas",Franklin County,5047,17803,41.4,39472,19988,465,3829,21.50761108,Arkansas,AR,0.026119193,2.611919339
"Faulkner County, Arkansas",Faulkner County,5045,121282,32.3,50316,25240,3050,18989,15.6568988,Arkansas,AR,0.025148002,2.514800218
"Pike County, Arkansas",Pike County,5109,10893,41.8,36893,20180,242,1852,17.00174424,Arkansas,AR,0.022216102,2.221610208
"Jefferson County, Arkansas",Jefferson County,5069,71373,39,37630,20371,2983,16140,22.61359338,Arkansas,AR,0.041794516,4.179451613
"Marion County, Arkansas",Marion County,5089,16374,51.8,36113,19200,449,3165,19.3294247,Arkansas,AR,0.027421522,2.742152193
"Montgomery County, Arkansas",Montgomery County,5097,9059,50,35252,21480,148,1613,17.8054973,Arkansas,AR,0.016337344,1.633734408
"Scott County, Arkansas",Scott County,5127,10584,41.2,37396,18077,481,2142,20.23809524,Arkansas,AR,0.045445956,4.544595616
"Searcy County, Arkansas",Searcy County,5129,7925,47.3,36716,21475,115,1364,17.21135647,Arkansas,AR,0.014511041,1.451104101
"Sebastian County, Arkansas",Sebastian County,5131,127362,37.3,40932,23916,3281,28211,22.1502489,Arkansas,AR,0.025761216,2.576121606
"Crawford County, Arkansas",Crawford County,5033,62119,38.7,43504,22104,1702,10196,16.41365766,Arkansas,AR,0.027399024,2.739902445
"Benton County, Arkansas",Benton County,5007,251823,35.2,61271,30611,3805,26096,10.36283421,Arkansas,AR,0.015109819,1.51098192
"Chicot County, Arkansas",Chicot County,5017,11008,43.3,32412,20560,412,3041,27.62536337,Arkansas,AR,0.037427326,3.742732558
"Hot Spring County, Arkansas",Hot Spring County,5059,33480,41.7,40626,20868,877,4941,14.75806452,Arkansas,AR,0.026194743,2.619474313
"Johnson County, Arkansas",Johnson County,5071,26155,37.8,35758,18757,519,5733,21.91932709,Arkansas,AR,0.019843242,1.984324221
"Lee County, Arkansas",Lee County,5077,9614,41.9,27901,15610,514,2173,22.60245475,Arkansas,AR,0.053463699,5.346369877
"Madison County, Arkansas",Madison County,5087,15907,42.5,42894,23203,309,2797,17.58345383,Arkansas,AR,0.01942541,1.94254102
"Desha County, Arkansas",Desha County,5041,12094,40.2,27036,18187,618,3886,32.13163552,Arkansas,AR,0.051099719,5.109971887
"Fulton County, Arkansas",Fulton County,5049,12092,48.1,36051,19674,305,2718,22.47767119,Arkansas,AR,0.025223288,2.522328812
"Howard County, Arkansas",Howard County,5061,13472,38.5,34851,23627,338,2790,20.70961995,Arkansas,AR,0.025089074,2.508907363
"Garland County, Arkansas",Garland County,5051,97994,44.7,41672,25690,3947,18300,18.67461273,Arkansas,AR,0.040277976,4.02779762
"Mississippi County, Arkansas",Mississippi County,5093,43534,36.1,36417,20378,2257,10921,25.08613957,Arkansas,AR,0.051844535,5.184453531
"Pope County, Arkansas",Pope County,5115,63372,34.9,40668,21650,2143,11841,18.68490816,Arkansas,AR,0.033816196,3.381619643
"Prairie County, Arkansas",Prairie County,5117,8309,45.7,41244,22653,283,1364,16.41593453,Arkansas,AR,0.034059454,3.40594536
"Union County, Arkansas",Union County,5139,40022,39.7,41106,23463,1398,7936,19.829094,Arkansas,AR,0.034930788,3.493078807
"Woodruff County, Arkansas",Woodruff County,5147,6763,45.3,30097,19987,291,1721,25.44728671,Arkansas,AR,0.043028242,4.30282419
"Cleburne County, Arkansas",Cleburne County,5023,25361,48.9,42312,26189,594,3829,15.0979851,Arkansas,AR,0.023421789,2.342178936
"Cleveland County, Arkansas",Cleveland County,5025,8332,42.6,44840,23171,237,1589,19.07105137,Arkansas,AR,0.028444551,2.844455113
"Jackson County, Arkansas",Jackson County,5067,17429,40.5,32783,19458,427,3592,20.60932928,Arkansas,AR,0.024499398,2.449939756
"Hempstead County, Arkansas",Hempstead County,5057,22154,38.9,38701,18817,605,5539,25.00225693,Arkansas,AR,0.027308838,2.730883813
"Sharp County, Arkansas",Sharp County,5135,17041,47.3,31792,20078,423,3904,22.90945367,Arkansas,AR,0.024822487,2.482248694
"Stone County, Arkansas",Stone County,5137,12443,49.5,33091,19881,393,2983,23.97331833,Arkansas,AR,0.031584023,3.158402315
"Washington County, Arkansas",Washington County,5143,223683,31.5,47452,26371,5554,38855,17.37056459,Arkansas,AR,0.024829781,2.482978143
"Greene County, Arkansas",Greene County,5055,44197,37.7,45566,22094,1439,6879,15.56440482,Arkansas,AR,0.032558771,3.255877096
"Baxter County, Arkansas",Baxter County,5005,41093,51.8,40072,24737,974,5117,12.45224247,Arkansas,AR,0.023702334,2.370233373
"Ashley County, Arkansas",Ashley County,5003,20771,41.8,36407,20703,870,4368,21.02931972,Arkansas,AR,0.041885321,4.188532088
"Craighead County, Arkansas",Craighead County,5031,104246,34,45672,25594,3100,18298,17.55271185,Arkansas,AR,0.029737352,2.973735203
"Lafayette County, Arkansas",Lafayette County,5073,7051,45.8,32500,25140,234,1632,23.1456531,Arkansas,AR,0.033186782,3.318678202
"Perry County, Arkansas",Perry County,5105,10320,43.7,46168,21781,275,1808,17.51937984,Arkansas,AR,0.026647287,2.664728682
"Yell County, Arkansas",Yell County,5149,21601,39.7,39696,20209,597,3792,17.55474284,Arkansas,AR,0.027637609,2.763760937
"Phillips County, Arkansas",Phillips County,5107,19518,38.2,26652,17287,1248,6363,32.6006763,Arkansas,AR,0.063940978,6.394097756
"Poinsett County, Arkansas",Poinsett County,5111,24098,39.7,37487,18361,538,5036,20.89799983,Arkansas,AR,0.022325504,2.232550419
"Sevier County, Arkansas",Sevier County,5133,17206,35,43675,18388,508,3597,20.90549808,Arkansas,AR,0.029524584,2.952458445
"Calhoun County, Arkansas",Calhoun County,5013,5194,45.2,37225,22866,135,986,18.98344243,Arkansas,AR,0.025991529,2.599152869
"Clark County, Arkansas",Clark County,5019,22495,33.8,37144,20382,484,4221,18.76416982,Arkansas,AR,0.021515892,2.151589242
"Bradley County, Arkansas",Bradley County,5011,10994,40.6,36310,21575,427,2864,26.05057304,Arkansas,AR,0.038839367,3.883936693
"Lawrence County, Arkansas",Lawrence County,5075,16777,42,37603,19422,575,2976,17.73857066,Arkansas,AR,0.034273112,3.4273112
"Monroe County, Arkansas",Monroe County,5095,7420,46.1,31584,20486,294,2098,28.27493261,Arkansas,AR,0.039622642,3.962264151
"Polk County, Arkansas",Polk County,5113,20212,43.8,33870,18735,673,5326,26.35068276,Arkansas,AR,0.033297051,3.329705126
"Conway County, Arkansas",Conway County,5029,20954,41.2,39638,22365,641,3845,18.34971843,Arkansas,AR,0.030590818,3.059081798
"Ouachita County, Arkansas",Ouachita County,5103,24378,42.8,32136,19780,836,6231,25.55993109,Arkansas,AR,0.034293215,3.429321519
"Newton County, Arkansas",Newton County,5101,7898,48.8,38134,18053,130,1392,17.62471512,Arkansas,AR,0.016459863,1.645986326
"Arkansas County, Arkansas",Arkansas County,5001,18352,40.9,38532,23766,738,3735,20.35200523,Arkansas,AR,0.040213601,4.02136007
"Little River County, Arkansas",Little River County,5081,12494,42.5,36963,23412,530,2291,18.33680166,Arkansas,AR,0.042420362,4.242036177
"Lonoke County, Arkansas",Lonoke County,5085,71568,35.8,57290,25184,1647,8709,12.16884641,Arkansas,AR,0.023013078,2.301307847
"Carroll County, Arkansas",Carroll County,5015,27782,44.6,39686,21754,616,4331,15.58923044,Arkansas,AR,0.02217263,2.217262976
"Miller County, Arkansas",Miller County,5091,43760,38.5,41862,22227,1591,8891,20.31764168,Arkansas,AR,0.036357404,3.635740402
"Modoc County, California",Modoc County,6049,9017,47.8,39296,22052,263,1584,17.56681823,California,CA,0.029167129,2.916712876
"Merced County, California",Merced County,6047,267390,30.8,46338,20120,16969,60861,22.76113542,California,CA,0.06346161,6.346161038
"Lake County, California",Lake County,6033,64095,45.8,40446,23345,2872,14398,22.4635307,California,CA,0.044808487,4.48084874
"Mariposa County, California",Mariposa County,6043,17658,51.1,51385,28241,777,2629,14.88843584,California,CA,0.044002718,4.400271831
"Yuba County, California",Yuba County,6115,74644,32.4,51776,22814,3057,13598,18.21713735,California,CA,0.040954397,4.095439687
"Contra Costa County, California",Contra Costa County,6013,1123678,39.2,88456,42898,39750,108630,9.667360222,California,CA,0.035374903,3.537490277
"Inyo County, California",Inyo County,6027,18195,45.6,51500,30323,450,1806,9.925803792,California,CA,0.024732069,2.473206925
"Lassen County, California",Lassen County,6035,31470,36.2,54083,20974,729,3155,10.02542104,California,CA,0.023164919,2.316491897
"Stanislaus County, California",Stanislaus County,6099,535684,33.9,54260,24007,29240,91210,17.02682925,California,CA,0.054584419,5.458441917
"Santa Barbara County, California",Santa Barbara County,6083,442996,33.7,68023,32872,14894,65493,14.7841064,California,CA,0.033621071,3.362107107
"Sonoma County, California",Sonoma County,6097,500943,41.4,71769,37767,15700,52707,10.52155634,California,CA,0.031340891,3.134089108
"Tehama County, California",Tehama County,6103,63247,41.1,42512,22631,2692,13009,20.56856452,California,CA,0.042563284,4.256328363
"Imperial County, California",Imperial County,6025,179957,32.2,44779,17303,11415,40376,22.43647093,California,CA,0.06343182,6.343181982
"Mono County, California",Mono County,6051,14058,38.3,60595,30888,290,1378,9.80224783,California,CA,0.020628823,2.062882345
"San Benito County, California",San Benito County,6069,58671,35.4,80760,30012,2686,5670,9.664058905,California,CA,0.045780709,4.578070938
"Alameda County, California",Alameda County,6001,1629615,37.3,85743,41363,53175,181194,11.11882254,California,CA,0.032630407,3.263040657
"Sacramento County, California",Sacramento County,6067,1495400,35.9,60239,29693,64575,246203,16.464023,California,CA,0.043182426,4.318242611
"El Dorado County, California",El Dorado County,6017,185015,45.5,74885,38156,7042,17996,9.72677891,California,CA,0.038061779,3.806177877
"Napa County, California",Napa County,6055,141005,40.8,79637,40632,4068,11285,8.003262296,California,CA,0.028850041,2.885004078
"San Diego County, California",San Diego County,6073,3283665,35.4,70588,34350,116758,427031,13.00470663,California,CA,0.03555722,3.555722036
"Monterey County, California",Monterey County,6053,433168,33.9,63249,27168,11717,60933,14.06682857,California,CA,0.027049551,2.704955121
"San Francisco County, California",San Francisco County,6075,864263,38.3,96265,59508,29102,99096,11.46595423,California,CA,0.03367262,3.367262049
"Sierra County, California",Sierra County,6091,2885,55,44190,31750,64,351,12.16637782,California,CA,0.022183709,2.218370884
"Tulare County, California",Tulare County,6107,458809,30.6,44871,18962,19405,122724,26.74838549,California,CA,0.042294288,4.229428804
"Yolo County, California",Yolo County,6113,212605,30.9,61621,30615,7489,39686,18.66654124,California,CA,0.035224948,3.522494767
"Humboldt County, California",Humboldt County,6023,135490,37.7,43718,25208,5850,27481,20.28267769,California,CA,0.043176618,4.31766182
"Nevada County, California",Nevada County,6057,98838,49.8,60610,35581,3348,11861,12.00044517,California,CA,0.033873611,3.387361136
"Alpine County, California",Alpine County,6003,1203,44.9,63438,27448,64,235,19.53449709,California,CA,0.053200333,5.32003325
"Madera County, California",Madera County,6039,154440,33.7,48210,19975,5045,32244,20.87801088,California,CA,0.032666408,3.266640767
"Mendocino County, California",Mendocino County,6045,87497,42.4,46528,27093,4304,16448,18.7983588,California,CA,0.049190258,4.919025795
"Santa Cruz County, California",Santa Cruz County,6087,273263,37.3,73663,36388,9672,38605,14.12741571,California,CA,0.035394473,3.539447346
"Trinity County, California",Trinity County,6105,13037,51.4,36563,23575,507,2545,19.52136228,California,CA,0.038889315,3.888931503
"Los Angeles County, California",Los Angeles County,6037,10105722,36,61015,30798,406426,1688505,16.7084054,California,CA,0.040217413,4.021741346
"Riverside County, California",Riverside County,6065,2355002,35,60807,25700,107383,362215,15.38066634,California,CA,0.045597838,4.559783813
"San Bernardino County, California",San Bernardino County,6071,2121220,32.9,57156,22867,95079,374810,17.66954866,California,CA,0.044822791,4.482279066
"Santa Clara County, California",Santa Clara County,6085,1911226,37,106761,48689,58215,162525,8.503703905,California,CA,0.030459506,3.04595061
"Marin County, California",Marin County,6041,260814,46.1,104703,66748,6211,20515,7.86575874,California,CA,0.023813906,2.38139057
"Placer County, California",Placer County,6061,374985,41.6,80488,39734,10216,30473,8.126458392,California,CA,0.027243756,2.724375642
"Siskiyou County, California",Siskiyou County,6093,43530,47.9,40884,24605,1655,8915,20.48012865,California,CA,0.038019756,3.801975649
"Shasta County, California",Shasta County,6089,178919,41.8,47258,26455,5246,31967,17.86674417,California,CA,0.029320531,2.932053052
"Solano County, California",Solano County,6095,434981,37.7,72950,31934,18266,48623,11.17818939,California,CA,0.041992639,4.199263876
"Del Norte County, California",Del Norte County,6015,27442,38.7,41287,20809,916,5571,20.30099847,California,CA,0.033379491,3.337949129
"Colusa County, California",Colusa County,6011,21479,34.7,56481,25676,592,2979,13.86936077,California,CA,0.027561805,2.756180455
"Glenn County, California",Glenn County,6021,27935,36.8,46260,21029,1096,5404,19.34490782,California,CA,0.039233936,3.923393592
"Butte County, California",Butte County,6007,225207,36.9,46516,26304,9329,44977,19.97140409,California,CA,0.041424112,4.142411204
"Kings County, California",Kings County,6031,150183,31.5,49742,19835,5683,28013,18.65257719,California,CA,0.037840501,3.784050126
"Plumas County, California",Plumas County,6063,18724,52.1,50266,32056,752,2439,13.02606281,California,CA,0.040162358,4.016235847
"San Luis Obispo County, California",San Luis Obispo County,6079,280119,39,67175,33972,6586,36420,13.00161717,California,CA,0.023511436,2.351143621
"Fresno County, California",Fresno County,6019,971616,31.8,48730,22234,45315,243040,25.0139973,California,CA,0.046638796,4.663879557
"Kern County, California",Kern County,6029,878744,31.3,50826,21716,41082,191123,21.74956529,California,CA,0.046750817,4.675081708
"Orange County, California",Orange County,6059,3155816,37.5,81851,37603,96039,378459,11.99242922,California,CA,0.030432383,3.043238262
"Ventura County, California",Ventura County,6111,847834,37.5,81972,35771,28752,85816,10.12179271,California,CA,0.033912299,3.391229887
"Calaveras County, California",Calaveras County,6009,45057,51.6,54800,31652,1281,5676,12.59737666,California,CA,0.028430655,2.84306545
"Sutter County, California",Sutter County,6101,95583,35.7,54347,24849,4491,15805,16.53536717,California,CA,0.046985343,4.698534258
"San Mateo County, California",San Mateo County,6081,763450,39.6,105667,53516,20174,54981,7.201650403,California,CA,0.026424782,2.642478224
"Tuolumne County, California",Tuolumne County,6109,53899,48.6,54325,31570,1750,6875,12.75533869,California,CA,0.032468135,3.246813484
"San Joaquin County, California",San Joaquin County,6077,724153,33.9,57813,24694,33271,121296,16.75005144,California,CA,0.045944711,4.594471058
"Amador County, California",Amador County,6005,37306,50.6,60636,29628,1371,3564,9.553423042,California,CA,0.036750121,3.675012062
"Costilla County, Colorado",Costilla County,8023,3628,51,29000,20737,125,1073,29.5755237,Colorado,CO,0.034454245,3.445424476
"Adams County, Colorado",Adams County,8001,487850,33.4,64087,27487,13360,59050,12.10413037,Colorado,CO,0.027385467,2.738546684
"Conejos County, Colorado",Conejos County,8021,8147,38.2,35657,19047,300,1709,20.97704677,Colorado,CO,0.036823371,3.682337057
"Custer County, Colorado",Custer County,8027,4505,58.2,41330,26032,133,693,15.38290788,Colorado,CO,0.029522752,2.95227525
"Douglas County, Colorado",Douglas County,8035,320940,38.1,111154,48725,5705,11636,3.625599801,Colorado,CO,0.017775908,1.777590827
"Eagle County, Colorado",Eagle County,8037,53726,36.5,83803,40450,934,4128,7.683430741,Colorado,CO,0.017384507,1.738450657
"Lake County, Colorado",Lake County,8065,7481,39.3,46176,28492,254,939,12.55179789,Colorado,CO,0.03395268,3.395268012
"La Plata County, Colorado",La Plata County,8067,54469,39.7,62533,34501,1333,5045,9.262149112,Colorado,CO,0.024472636,2.447263581
"Moffat County, Colorado",Moffat County,8081,13056,37.7,53010,27331,238,1305,9.995404412,Colorado,CO,0.018229167,1.822916667
"Pitkin County, Colorado",Pitkin County,8097,17747,43.3,67755,65800,515,1250,7.043443962,Colorado,CO,0.029018989,2.901898912
"Rio Grande County, Colorado",Rio Grande County,8105,11430,40.7,38534,22412,453,2018,17.65529309,Colorado,CO,0.039632546,3.963254593
"Cheyenne County, Colorado",Cheyenne County,8017,2127,35.8,54907,23698,82,245,11.51857076,Colorado,CO,0.038551951,3.85519511
"Bent County, Colorado",Bent County,8011,5806,40.4,32500,14028,140,948,16.32793662,Colorado,CO,0.024112987,2.411298657
"Crowley County, Colorado",Crowley County,8025,5514,38.2,35292,14393,477,1054,19.11498005,Colorado,CO,0.086507073,8.650707291
"Dolores County, Colorado",Dolores County,8033,1736,49.4,40352,23190,3,245,14.11290323,Colorado,CO,0.001728111,0.17281106
"San Juan County, Colorado",San Juan County,8111,569,46.9,46397,28889,33,19,3.339191564,Colorado,CO,0.057996485,5.799648506
"Jackson County, Colorado",Jackson County,8057,1372,49.2,45994,24299,13,175,12.75510204,Colorado,CO,0.009475219,0.947521866
"Larimer County, Colorado",Larimer County,8069,330976,35.7,64980,34087,9586,40006,12.08728125,Colorado,CO,0.028962825,2.89628251
